origin,asylum_residence,time,displaced_population
lby,grc,2004,15
lby,grc,2005,14
lby,grc,2006,14
lby,grc,2007,19
lby,grc,2008,19
lby,grc,2009,7
lby,grc,2010,11
lby,grc,2011,9
lby,grc,2012,9
lby,grc,2013,24
lby,grc,2014,24
lby,grc,2015,32
lby,grc,2016,34
lby,grc,2017,43
lby,grc,2018,87
lby,hrv,2011,1
lby,hrv,2012,2
lby,hrv,2013,1
lby,hrv,2014,2
lby,hrv,2015,2
lby,hrv,2016,6
lby,hrv,2017,9
lby,hti,2015,1
lby,hti,2016,1
lby,hun,2000,1
lby,hun,2001,4
lby,hun,2002,4
lby,hun,2003,2
lby,hun,2004,2
lby,hun,2005,8
lby,hun,2006,9
lby,hun,2007,9
lby,hun,2008,9
lby,hun,2009,9
lby,hun,2010,9
lby,hun,2011,13
lby,hun,2012,14
lby,hun,2013,3
lby,hun,2014,5
lby,hun,2015,8
lby,hun,2016,13
lby,hun,2017,6
lby,hun,2018,7
lby,idn,2011,3
lby,idn,2012,1
lby,idn,2013,1
lby,idn,2014,1
lby,idn,2015,1
lby,idn,2016,12
lby,idn,2017,15
lby,idn,2018,14
lby,ind,2011,1
lby,ind,2012,1
lby,ind,2013,1
lby,ind,2014,2
lby,ind,2015,3
lby,ind,2016,4
lby,ind,2017,6
lby,ind,2018,7
lby,irl,1999,50
lby,irl,2000,48
lby,irl,2001,86
lby,irl,2002,93
lby,irl,2003,66
lby,irl,2004,70
lby,irl,2005,64
lby,irl,2006,71
lby,irl,2007,136
lby,irl,2008,136
lby,irl,2009,83
lby,irl,2010,79
lby,irl,2011,42
lby,irl,2012,30
lby,irl,2013,186
lby,irl,2014,175
lby,irl,2015,218
lby,irl,2016,272
lby,irl,2017,329
lby,irl,2018,218
lby,irq,2012,1
lby,irq,2013,1
lby,isl,2001,1
lby,isl,2002,2
lby,isl,2003,1
lby,isl,2004,1
lby,isl,2005,1
lby,isl,2006,1
lby,isl,2007,1
lby,isl,2008,1
lby,isl,2009,3
lby,isl,2010,2
lby,isl,2011,1
lby,isl,2012,2
lby,isl,2013,3
lby,isl,2014,6
lby,isl,2015,3
lby,isl,2016,3
lby,isl,2017,4
lby,isl,2018,5
lby,isr,2005,1
lby,isr,2006,1
lby,isr,2007,1
lby,isr,2008,1
lby,isr,2012,2
lby,ita,1980,205
lby,ita,1981,226
lby,ita,1982,259
lby,ita,1983,275
lby,ita,1984,291
lby,ita,1985,327
lby,ita,1986,304
lby,ita,1987,250
lby,ita,1988,219
lby,ita,1989,190
lby,ita,1990,168
lby,ita,1991,147
lby,ita,1992,115
lby,ita,1993,99
lby,ita,1994,84
lby,ita,1995,48
lby,ita,1996,25
lby,ita,1997,8
lby,ita,1998,5
lby,ita,1999,3
lby,ita,2000,2
lby,ita,2001,2
lby,ita,2002,1
lby,ita,2003,1
lby,ita,2004,1
lby,ita,2005,1
lby,ita,2006,1
lby,ita,2007,2
lby,ita,2008,2
lby,ita,2009,8
lby,ita,2010,8
lby,ita,2011,75
lby,ita,2012,252
lby,ita,2013,209
lby,ita,2014,307
lby,ita,2015,543
lby,ita,2016,860
lby,ita,2017,1441
lby,ita,2018,1509
lby,jor,1996,2
lby,jor,1997,2
lby,jor,1998,3
lby,jor,1999,4
lby,jor,2000,10
lby,jor,2001,2
lby,jor,2002,1
lby,jor,2003,1
lby,jor,2004,3
lby,jor,2005,3
lby,jor,2006,3
lby,jor,2007,2
lby,jor,2008,2
lby,jor,2009,2
lby,jor,2010,2
lby,jor,2011,33
lby,jor,2012,4
lby,jor,2013,9
lby,jor,2014,90
lby,jor,2015,157
lby,jor,2016,181
lby,jor,2017,210
lby,jor,2018,248
lby,kor,2005,1
lby,kor,2006,1
lby,kor,2011,2
lby,kor,2013,3
lby,kor,2014,6
lby,kor,2015,9
lby,kor,2016,13
lby,kor,2017,11
lby,kor,2018,13
lby,kwt,2006,1
lby,lbn,2006,2
lby,lbn,2007,1
lby,lbn,2008,1
lby,lbn,2009,1
lby,lbn,2010,1
lby,lbn,2012,7
lby,lbn,2013,9
lby,lbn,2014,14
lby,lbn,2015,24
lby,lbn,2016,20
lby,lbn,2017,22
lby,lbn,2018,22
lby,lby,2011,551612
lby,lby,2012,236877
lby,lby,2013,58929
lby,lby,2014,363067
lby,lby,2015,434869
lby,lby,2016,624350
lby,lby,2017,330820
lby,lby,2018,214171
lby,lie,2015,1
lby,lux,2013,18
lby,lux,2014,20
lby,lux,2015,16
lby,lux,2016,16
lby,lux,2017,15
lby,lux,2018,15
lby,lva,2011,1
lby,mar,1995,2
lby,mar,1996,2
lby,mar,1997,1
lby,mar,2000,9
lby,mar,2001,10
lby,mar,2002,10
lby,mar,2003,10
lby,mar,2004,3
lby,mar,2005,3
lby,mar,2009,1
lby,mar,2011,12
lby,mar,2012,3
lby,mar,2013,3
lby,mar,2014,4
lby,mar,2015,20
lby,mar,2016,46
lby,mar,2017,37
lby,mar,2018,40
lby,mda,2014,2
lby,mda,2015,2
lby,mda,2016,2
lby,mex,2012,1
lby,mex,2013,2
lby,mex,2014,2
lby,mex,2015,2
lby,mex,2016,2
lby,mkd,2011,2
lby,mkd,2012,1
lby,mkd,2013,1
lby,mkd,2014,2
lby,mlt,1996,1
lby,mlt,2000,3
lby,mlt,2001,8
lby,mlt,2002,8
lby,mlt,2003,9
lby,mlt,2004,11
lby,mlt,2005,11
lby,mlt,2006,13
lby,mlt,2007,10
lby,mlt,2008,10
lby,mlt,2009,19
lby,mlt,2010,26
lby,mlt,2011,58
lby,mlt,2012,101
lby,mlt,2013,241
lby,mlt,2014,607
lby,mlt,2015,1745
lby,mlt,2016,2357
lby,mlt,2017,2716
lby,mlt,2018,2985
lby,mne,2011,1
lby,mne,2016,2
lby,mne,2018,24
lby,mrt,1995,5
lby,mrt,1996,5
lby,mrt,2000,1
lby,mrt,2011,1
lby,mrt,2012,2
lby,mrt,2015,2
lby,mrt,2016,2
lby,mrt,2017,4
lby,mys,2003,6
lby,mys,2004,6
lby,mys,2015,6
lby,mys,2016,22
lby,mys,2017,25
lby,mys,2018,25
lby,ner,2011,5
lby,ner,2012,4
lby,ner,2013,3
lby,ner,2014,3
lby,ner,2015,8
lby,ner,2016,8
lby,ner,2017,13
lby,ner,2018,13
lby,nga,2003,1
lby,nga,2004,1
lby,nga,2005,1
lby,nga,2006,1
lby,nga,2007,1
lby,nga,2008,1
lby,nga,2009,1
lby,nga,2010,1
lby,nga,2011,1
lby,nga,2012,2
lby,nga,2015,2
lby,nga,2016,2
lby,nld,1992,8
lby,nld,1993,8
lby,nld,1994,8
lby,nld,1995,10
lby,nld,1996,20
lby,nld,1997,22
lby,nld,1998,23
lby,nld,1999,30
lby,nld,2000,172
lby,nld,2001,163
lby,nld,2002,173
lby,nld,2003,195
lby,nld,2004,149
lby,nld,2005,138
lby,nld,2006,134
lby,nld,2007,130
lby,nld,2008,157
lby,nld,2009,293
lby,nld,2010,410
lby,nld,2011,522
lby,nld,2012,520
lby,nld,2013,325
lby,nld,2014,389
lby,nld,2015,377
lby,nld,2016,559
lby,nld,2017,418
lby,nld,2018,482
lby,nor,1997,6
lby,nor,1998,11
lby,nor,1999,19
lby,nor,2000,15
lby,nor,2001,16
lby,nor,2002,48
lby,nor,2003,63
lby,nor,2004,77
lby,nor,2005,77
lby,nor,2006,126
lby,nor,2007,125
lby,nor,2008,155
lby,nor,2009,138
lby,nor,2010,104
lby,nor,2011,190
lby,nor,2012,115
lby,nor,2013,67
lby,nor,2014,90
lby,nor,2015,76
lby,nor,2016,84
lby,nor,2017,69
lby,nor,2018,65
lby,nzl,1996,2
lby,nzl,1997,7
lby,nzl,1998,7
lby,nzl,1999,7
lby,nzl,2000,7
lby,nzl,2001,6
lby,nzl,2002,1
lby,nzl,2003,2
lby,nzl,2004,8
lby,nzl,2005,9
lby,nzl,2006,8
lby,nzl,2007,8
lby,nzl,2008,8
lby,nzl,2009,8
lby,nzl,2010,8
lby,nzl,2011,10
lby,nzl,2012,9
lby,nzl,2013,8
lby,nzl,2014,3
lby,nzl,2015,16
lby,nzl,2016,22
lby,nzl,2017,22
lby,nzl,2018,22
lby,pak,2000,17
lby,pak,2001,18
lby,pak,2003,1
lby,pak,2015,4
lby,phl,1995,1
lby,pol,1997,1
lby,pol,1998,1
lby,pol,1999,1
lby,pol,2000,1
lby,pol,2001,1
lby,pol,2002,3
lby,pol,2003,1
lby,pol,2004,1
lby,pol,2008,1
lby,pol,2009,3
lby,pol,2010,3
lby,pol,2011,8
lby,pol,2012,7
lby,pol,2013,9
lby,pol,2014,13
lby,pol,2015,12
lby,pol,2016,19
lby,pol,2017,22
lby,pol,2018,31
lby,prt,2011,1
lby,prt,2012,4
lby,prt,2013,5
lby,prt,2014,10
lby,prt,2015,11
lby,prt,2016,14
lby,prt,2017,14
lby,prt,2018,14
lby,rou,1998,1
lby,rou,1999,1
lby,rou,2000,1
lby,rou,2001,1
lby,rou,2002,1
lby,rou,2003,2
lby,rou,2004,4
lby,rou,2005,6
lby,rou,2006,2
lby,rou,2007,1
lby,rou,2011,7
lby,rou,2013,1
lby,rou,2014,1
lby,rou,2015,2
lby,rou,2016,2
lby,rou,2017,6
lby,rou,2018,5
lby,rus,2015,3
lby,rus,2016,3
lby,sdn,2011,2
lby,sdn,2012,2
lby,sdn,2013,2
lby,sdn,2014,2
lby,sdn,2015,2
lby,sdn,2016,2
lby,sen,2015,1
lby,sen,2016,1
lby,serbia_kosovo,2011,3
lby,serbia_kosovo,2012,1
lby,serbia_kosovo,2013,3
lby,serbia_kosovo,2014,2
lby,serbia_kosovo,2015,10
lby,serbia_kosovo,2016,23
lby,serbia_kosovo,2017,32
lby,serbia_kosovo,2018,42
lby,svk,2001,1
lby,svk,2002,1
lby,svk,2003,1
lby,svk,2004,1
lby,svk,2005,1
lby,svk,2006,1
lby,svk,2009,1
lby,svk,2010,1
lby,svk,2011,1
lby,svk,2012,1
lby,svk,2013,1
lby,svk,2014,6
lby,svk,2015,7
lby,svk,2016,7
lby,svn,2016,1
lby,svn,2017,8
lby,swe,1990,5
lby,swe,1991,14
lby,swe,1992,24
lby,swe,1993,24
lby,swe,1994,26
lby,swe,1995,26
lby,swe,1996,26
lby,swe,1997,29
lby,swe,1998,30
lby,swe,1999,30
lby,swe,2000,29
lby,swe,2001,20
lby,swe,2002,489
lby,swe,2003,564
lby,swe,2004,618
lby,swe,2005,558
lby,swe,2006,454
lby,swe,2007,573
lby,swe,2008,706
lby,swe,2009,581
lby,swe,2010,459
lby,swe,2011,598
lby,swe,2012,503
lby,swe,2013,530
lby,swe,2014,755
lby,swe,2015,728
lby,swe,2016,662
lby,swe,2017,571
lby,swe,2018,512
lby,syr,1998,6
lby,syr,1999,6
lby,syr,2000,1
lby,syr,2001,3
lby,syr,2002,2
lby,syr,2003,2
lby,syr,2004,2
lby,syr,2005,6
lby,syr,2006,10
lby,syr,2007,11
lby,syr,2008,6
lby,syr,2009,4
lby,syr,2010,8
lby,syr,2011,15
lby,syr,2012,13
lby,syr,2013,8
lby,syr,2014,6
lby,syr,2015,9
lby,syr,2016,15
lby,syr,2017,14
lby,syr,2018,12
lby,tcd,2011,511
lby,tcd,2012,511
lby,tcd,2013,11
lby,tcd,2014,13
lby,tcd,2015,13
lby,tcd,2016,1
lby,tcd,2017,9
lby,tcd,2018,30
lby,tgo,2013,1
lby,tgo,2014,1
lby,tgo,2015,1
lby,tgo,2016,1
lby,tun,2000,1
lby,tun,2011,150002
lby,tun,2012,1054
lby,tun,2013,3
lby,tun,2014,7
lby,tun,2015,5
lby,tun,2016,4
lby,tun,2018,8
lby,tur,1997,3
lby,tur,1998,3
lby,tur,1999,1
lby,tur,2000,8
lby,tur,2001,4
lby,tur,2002,4
lby,tur,2003,1
lby,tur,2004,2
lby,tur,2005,5
lby,tur,2006,1
lby,tur,2010,3
lby,tur,2011,20
lby,tur,2012,17
lby,tur,2013,31
lby,tur,2014,51
lby,tur,2015,77
lby,tur,2016,80
lby,tur,2017,86
lby,tur,2018,114
lby,uga,2012,12
lby,uga,2013,2
lby,ukr,1996,1
lby,ukr,1997,2
lby,ukr,1998,5
lby,ukr,1999,1
lby,ukr,2000,2
lby,ukr,2001,2
lby,ukr,2002,2
lby,ukr,2003,2
lby,ukr,2004,2
lby,ukr,2005,2
lby,ukr,2006,2
lby,ukr,2007,3
lby,ukr,2008,3
lby,ukr,2009,2
lby,ukr,2010,2
lby,ukr,2011,6
lby,ukr,2012,9
lby,ukr,2013,9
lby,ukr,2014,10
lby,ukr,2015,13
lby,ukr,2016,16
lby,ukr,2017,21
lby,ukr,2018,24
lby,ury,2012,4
lby,ury,2013,4
lby,ury,2014,4
lby,ury,2015,4
lby,ury,2016,4
lby,ury,2017,4
lby,usa,1988,356
lby,usa,1989,379
lby,usa,1990,315
lby,usa,1991,610
lby,usa,1992,494
lby,usa,1993,415
lby,usa,1994,378
lby,usa,1995,374
lby,usa,1996,31
lby,usa,1997,39
lby,usa,1998,52
lby,usa,1999,56
lby,usa,2000,51
lby,usa,2001,73
lby,usa,2002,69
lby,usa,2003,48
lby,usa,2004,47
lby,usa,2005,54
lby,usa,2006,87
lby,usa,2007,69
lby,usa,2008,51
lby,usa,2009,52
lby,usa,2010,51
lby,usa,2011,152
lby,usa,2012,174
lby,usa,2013,240
lby,usa,2014,432
lby,usa,2015,706
lby,usa,2016,1063
lby,usa,2017,1321
lby,usa,2018,1395
lby,ven,2003,7
lby,ven,2016,3
lby,yem,1999,3
lby,yem,2001,3
lby,yem,2002,3
lby,yem,2003,1
lby,yem,2004,1
lby,yem,2005,1
lby,yem,2006,1
lby,yem,2007,1
lby,yem,2008,1
lby,zaf,2012,7
lby,zaf,2013,9
lby,zaf,2014,10
lby,zaf,2015,11
lby,zaf,2016,10
lby,zwe,2015,1
lca,can,1995,2
lca,can,1996,2
lca,can,1997,2
lca,can,1998,4
lca,can,1999,5
lca,can,2000,28
lca,can,2001,75
lca,can,2002,277
lca,can,2003,283
lca,can,2004,176
lca,can,2005,291
lca,can,2006,290
lca,can,2007,395
lca,can,2008,614
lca,can,2009,909
lca,can,2010,1011
lca,can,2011,1102
lca,can,2012,1063
lca,can,2013,941
lca,can,2014,922
lca,can,2015,1007
lca,can,2016,1136
lca,can,2017,1107
lca,can,2018,1019
lca,deu,2005,1
lca,deu,2006,7
lca,deu,2007,6
lca,deu,2008,5
lca,deu,2014,1
lca,fra,2013,3
lca,fra,2014,5
lca,fra,2015,6
lca,fra,2016,3
lca,gbr,2011,3
lca,gbr,2012,7
lca,gbr,2013,12
lca,gbr,2014,12
lca,gbr,2015,26
lca,gbr,2016,32
lca,gbr,2017,35
lca,gbr,2018,41
lca,irl,2016,1
lca,ukr,2015,4
lca,usa,1997,1
lca,usa,1998,1
lca,usa,1999,4
lca,usa,2000,11
lca,usa,2001,3
lca,usa,2002,7
lca,usa,2003,7
lca,usa,2004,6
lca,usa,2005,8
lca,usa,2006,8
lca,usa,2007,5
lca,usa,2008,5
lca,usa,2009,3
lca,usa,2010,7
lca,usa,2011,9
lca,usa,2012,12
lca,usa,2013,14
lca,usa,2014,15
lca,usa,2015,21
lca,usa,2016,21
lca,usa,2017,30
lca,usa,2018,29
lie,deu,2010,1
lka,alb,1995,50
lka,alb,1996,50
lka,are,2012,39
lka,are,2013,11
lka,are,2016,1
lka,arg,1994,26
lka,arg,1996,22
lka,arg,1998,33
lka,arg,1999,33
lka,arg,2000,33
lka,arg,2001,41
lka,arg,2002,42
lka,arg,2003,39
lka,arg,2004,39
lka,arg,2005,38
lka,arg,2006,38
lka,arg,2007,40
lka,arg,2008,39
lka,arg,2009,41
lka,arg,2010,35
lka,arg,2011,35
lka,arg,2012,35
lka,arg,2013,34
lka,arg,2014,34
lka,arg,2015,37
lka,arg,2016,37
lka,arg,2017,37
lka,arg,2018,36
lka,arm,2008,1
lka,aus,1993,9
lka,aus,1996,1177
lka,aus,1997,1742
lka,aus,1998,2057
lka,aus,1999,2226
lka,aus,2000,2619
lka,aus,2001,2207
lka,aus,2002,1546
lka,aus,2003,1066
lka,aus,2004,733
lka,aus,2005,756
lka,aus,2006,795
lka,aus,2007,1847
lka,aus,2008,2027
lka,aus,2009,2300
lka,aus,2010,2626
lka,aus,2011,2842
lka,aus,2012,5175
lka,aus,2013,5203
lka,aus,2014,6647
lka,aus,2015,5729
lka,aus,2016,6606
lka,aus,2017,7747
lka,aus,2018,7292
lka,aut,1998,16
lka,aut,1999,13
lka,aut,2000,13
lka,aut,2001,11
lka,aut,2002,6
lka,aut,2003,5
lka,aut,2004,6
lka,aut,2005,4
lka,aut,2006,87
lka,aut,2007,66
lka,aut,2008,61
lka,aut,2009,74
lka,aut,2010,76
lka,aut,2011,80
lka,aut,2012,82
lka,aut,2013,76
lka,aut,2014,72
lka,aut,2015,96
lka,aut,2016,113
lka,aut,2017,114
lka,aut,2018,96
lka,aze,2001,8
lka,bdi,2005,1
lka,bel,1998,22
lka,bel,1999,30
lka,bel,2000,32
lka,bel,2001,12
lka,bel,2002,7
lka,bel,2003,14
lka,bel,2004,58
lka,bel,2005,45
lka,bel,2006,20
lka,bel,2007,20
lka,bel,2008,87
lka,bel,2009,160
lka,bel,2010,212
lka,bel,2011,334
lka,bel,2012,370
lka,bel,2013,374
lka,bel,2014,412
lka,bel,2015,489
lka,bel,2016,499
lka,bel,2017,494
lka,bel,2018,434
lka,ben,1993,26
lka,ben,2008,1
lka,ben,2010,1
lka,ben,2011,1
lka,ben,2012,7
lka,ben,2013,7
lka,ben,2014,7
lka,ben,2015,7
lka,ben,2016,7
lka,ben,2017,7
lka,ben,2018,7
lka,bfa,1997,1
lka,bfa,1998,1
lka,bfa,1999,1
lka,bfa,2000,1
lka,bfa,2002,3
lka,bfa,2003,3
lka,bfa,2004,3
lka,bfa,2005,3
lka,bfa,2006,3
lka,bfa,2007,3
lka,bfa,2008,3
lka,bfa,2009,3
lka,bfa,2010,3
lka,bfa,2011,3
lka,bfa,2012,3
lka,bfa,2013,3
lka,bgd,1993,4
lka,bgd,1994,9
lka,bgd,1995,5
lka,bgd,1996,5
lka,bgd,1997,5
lka,bgd,1998,7
lka,bgd,1999,7
lka,bgd,2000,2
lka,bgd,2001,2
lka,bgd,2002,2
lka,bgd,2003,2
lka,bgd,2004,1
lka,bgd,2006,1
lka,bgd,2007,2
lka,bgd,2008,2
lka,bgd,2009,5
lka,bgd,2010,3
lka,bgd,2011,3
lka,bgd,2012,1
lka,bgd,2013,1
lka,bgr,2000,16
lka,bgr,2001,17
lka,bgr,2002,16
lka,bgr,2003,16
lka,bgr,2004,17
lka,bgr,2005,16
lka,bgr,2006,16
lka,bgr,2007,16
lka,bgr,2008,25
lka,bgr,2009,21
lka,bgr,2010,22
lka,bgr,2011,7
lka,bgr,2012,2
lka,bgr,2013,3
lka,bgr,2014,6
lka,bgr,2015,9
lka,bgr,2016,45
lka,bgr,2017,4
lka,bhs,2011,3
lka,bhs,2012,4
lka,bih,2003,12
lka,bih,2007,3
lka,bih,2008,1
lka,bih,2009,1
lka,bih,2010,1
lka,bih,2011,1
lka,bih,2012,1
lka,bih,2013,1
lka,bih,2014,1
lka,blr,1994,13
lka,blr,1998,16
lka,blr,2000,1
lka,blr,2001,3
lka,blr,2002,1
lka,blr,2003,1
lka,blr,2004,1
lka,blr,2012,1
lka,blr,2013,1
lka,blr,2014,1
lka,blr,2015,3
lka,bol,1995,6
lka,bol,1996,6
lka,bol,2002,6
lka,bol,2007,1
lka,bol,2013,1
lka,bol,2014,1
lka,bol,2015,1
lka,bol,2016,1
lka,bra,1998,1
lka,bra,1999,1
lka,bra,2000,3
lka,bra,2001,3
lka,bra,2002,6
lka,bra,2003,3
lka,bra,2004,2
lka,bra,2005,3
lka,bra,2006,3
lka,bra,2007,3
lka,bra,2008,4
lka,bra,2009,6
lka,bra,2010,5
lka,bra,2011,5
lka,bra,2012,5
lka,bra,2013,13
lka,bra,2014,26
lka,bra,2015,26
lka,bra,2016,26
lka,bra,2017,35
lka,bra,2018,61
lka,can,1994,21501
lka,can,1995,17975
lka,can,1996,14868
lka,can,1997,11793
lka,can,1998,10218
lka,can,1999,9717
lka,can,2000,12783
lka,can,2001,16203
lka,can,2002,15233
lka,can,2003,13807
lka,can,2004,12979
lka,can,2005,12157
lka,can,2006,10967
lka,can,2007,22352
lka,can,2008,21467
lka,can,2009,19906
lka,can,2010,18250
lka,can,2011,16606
lka,can,2012,14894
lka,can,2013,13189
lka,can,2014,10871
lka,can,2015,8966
lka,can,2016,5436
lka,can,2017,5063
lka,can,2018,4326
lka,che,1993,258
lka,che,1994,296
lka,che,1995,317
lka,che,1996,318
lka,che,1997,10091
lka,che,1998,381
lka,che,1999,6985
lka,che,2000,15100
lka,che,2001,9910
lka,che,2002,6179
lka,che,2003,4016
lka,che,2004,3061
lka,che,2005,2728
lka,che,2006,2573
lka,che,2007,2684
lka,che,2008,3870
lka,che,2009,4872
lka,che,2010,5277
lka,che,2011,5137
lka,che,2012,4727
lka,che,2013,4969
lka,che,2014,5271
lka,che,2015,6527
lka,che,2016,7307
lka,che,2017,7414
lka,che,2018,7323
lka,chl,2001,1
lka,chl,2002,2
lka,chl,2003,6
lka,chl,2004,6
lka,chl,2005,6
lka,chl,2006,6
lka,chl,2007,7
lka,chl,2008,8
lka,chl,2012,6
lka,chl,2013,6
lka,chl,2014,6
lka,chl,2015,6
lka,chl,2016,5
lka,chl,2017,5
lka,chl,2018,5
lka,chn,1993,5
lka,chn,1994,1
lka,chn,1995,1
lka,chn,1996,1
lka,chn,1997,1
lka,chn,1998,1
lka,chn,2002,1
lka,chn,2003,2
lka,chn,2004,2
lka,chn,2005,2
lka,chn,2006,9
lka,civ,2001,6
lka,civ,2002,7
lka,civ,2003,9
lka,civ,2004,9
lka,civ,2005,9
lka,civ,2006,9
lka,civ,2007,9
lka,civ,2008,1
lka,civ,2009,2
lka,civ,2010,2
lka,civ,2011,2
lka,civ,2012,2
lka,civ,2013,2
lka,civ,2014,2
lka,civ,2015,2
lka,civ,2016,1
lka,cmr,2010,6
lka,cmr,2011,6
lka,cog,2008,1
lka,cog,2009,1
lka,cog,2010,1
lka,cog,2011,1
lka,cog,2012,1
lka,cog,2013,1
lka,col,2007,1
lka,col,2008,1
lka,col,2009,5
lka,col,2010,7
lka,col,2011,4
lka,col,2012,2
lka,col,2013,2
lka,col,2014,4
lka,col,2015,2
lka,col,2016,2
lka,cri,2008,1
lka,cri,2009,1
lka,cri,2013,2
lka,cri,2014,2
lka,cri,2015,2
lka,cri,2016,2
lka,cub,2000,1
lka,cub,2001,1
lka,cyp,1993,2
lka,cyp,1999,1
lka,cyp,2000,8
lka,cyp,2001,21
lka,cyp,2002,23
lka,cyp,2003,12
lka,cyp,2004,505
lka,cyp,2005,738
lka,cyp,2006,706
lka,cyp,2007,1023
lka,cyp,2008,560
lka,cyp,2009,182
lka,cyp,2010,197
lka,cyp,2011,131
lka,cyp,2012,71
lka,cyp,2013,60
lka,cyp,2014,76
lka,cyp,2015,70
lka,cyp,2016,101
lka,cyp,2017,197
lka,cyp,2018,389
lka,cze,2000,60
lka,cze,2001,29
lka,cze,2002,42
lka,cze,2003,15
lka,cze,2004,11
lka,cze,2005,13
lka,cze,2006,28
lka,cze,2007,43
lka,cze,2008,29
lka,cze,2009,25
lka,cze,2010,16
lka,cze,2011,13
lka,cze,2012,14
lka,cze,2013,15
lka,cze,2014,13
lka,cze,2015,15
lka,cze,2016,15
lka,cze,2017,14
lka,cze,2018,7
lka,deu,1995,60
lka,deu,2000,514
lka,deu,2001,547
lka,deu,2002,17771
lka,deu,2003,15261
lka,deu,2004,12965
lka,deu,2005,15846
lka,deu,2006,6283
lka,deu,2007,6950
lka,deu,2008,7332
lka,deu,2009,12996
lka,deu,2010,12744
lka,deu,2011,12599
lka,deu,2012,12666
lka,deu,2013,5320
lka,deu,2014,5354
lka,deu,2015,5191
lka,deu,2016,5352
lka,deu,2017,5471
lka,deu,2018,5314
lka,dnk,1989,3424
lka,dnk,1990,3500
lka,dnk,1991,3602
lka,dnk,1992,3664
lka,dnk,1993,3771
lka,dnk,1994,3921
lka,dnk,1995,4124
lka,dnk,1996,1848
lka,dnk,1997,1302
lka,dnk,1998,932
lka,dnk,1999,1058
lka,dnk,2000,1072
lka,dnk,2001,762
lka,dnk,2002,759
lka,dnk,2003,668
lka,dnk,2004,561
lka,dnk,2005,398
lka,dnk,2006,370
lka,dnk,2007,299
lka,dnk,2008,250
lka,dnk,2009,235
lka,dnk,2010,178
lka,dnk,2011,119
lka,dnk,2012,94
lka,dnk,2013,88
lka,dnk,2014,88
lka,dnk,2015,93
lka,dnk,2016,81
lka,dnk,2017,92
lka,dnk,2018,89
lka,dom,1993,1
lka,dom,1999,2
lka,dom,2011,1
lka,dom,2012,1
lka,dom,2013,2
lka,dom,2015,1
lka,dom,2016,1
lka,ecu,1997,1
lka,ecu,1998,1
lka,ecu,1999,1
lka,ecu,2000,21
lka,ecu,2001,14
lka,ecu,2002,3
lka,ecu,2003,3
lka,ecu,2004,3
lka,ecu,2005,3
lka,ecu,2006,3
lka,ecu,2007,25
lka,ecu,2008,25
lka,ecu,2009,53
lka,ecu,2010,62
lka,ecu,2011,51
lka,ecu,2012,21
lka,ecu,2013,23
lka,ecu,2014,16
lka,ecu,2015,16
lka,ecu,2017,20
lka,ecu,2018,24
lka,egy,2002,1
lka,egy,2003,2
lka,egy,2004,3
lka,egy,2005,2
lka,egy,2006,3
lka,egy,2007,1
lka,egy,2008,1
lka,egy,2009,1
lka,egy,2010,2
lka,egy,2011,3
lka,egy,2012,4
lka,egy,2013,10
lka,egy,2014,10
lka,egy,2015,10
lka,egy,2016,1
lka,esp,1993,2
lka,esp,1994,6
lka,esp,1995,7
lka,esp,1996,8
lka,esp,1997,9
lka,esp,1998,11
lka,esp,1999,11
lka,esp,2000,11
lka,esp,2001,12
lka,esp,2002,12
lka,esp,2003,11
lka,esp,2004,7
lka,esp,2005,6
lka,esp,2006,5
lka,esp,2007,4
lka,esp,2008,2
lka,esp,2009,26
lka,esp,2010,81
lka,esp,2011,51
lka,esp,2012,96
lka,esp,2013,99
lka,esp,2014,123
lka,esp,2015,120
lka,esp,2016,153
lka,esp,2017,151
lka,esp,2018,153
lka,est,2007,4
lka,est,2008,4
lka,est,2009,4
lka,est,2010,7
lka,est,2011,7
lka,est,2012,7
lka,est,2013,7
lka,est,2014,9
lka,est,2015,12
lka,est,2016,12
lka,est,2017,12
lka,est,2018,6
lka,eth,1997,1
lka,eth,1998,1
lka,eth,1999,1
lka,eth,2000,1
lka,fin,1998,65
lka,fin,1999,68
lka,fin,2000,75
lka,fin,2001,86
lka,fin,2002,65
lka,fin,2003,63
lka,fin,2004,62
lka,fin,2005,61
lka,fin,2006,87
lka,fin,2007,79
lka,fin,2008,120
lka,fin,2009,203
lka,fin,2010,143
lka,fin,2011,125
lka,fin,2012,122
lka,fin,2013,114
lka,fin,2014,120
lka,fin,2015,134
lka,fin,2016,126
lka,fin,2017,126
lka,fin,2018,81
lka,fji,1995,9
lka,fji,1996,7
lka,fra,1992,2
lka,fra,1994,8
lka,fra,1995,15531
lka,fra,1996,15807
lka,fra,1997,16023
lka,fra,1998,15900
lka,fra,1999,15606
lka,fra,2000,15183
lka,fra,2001,15774
lka,fra,2002,15938
lka,fra,2003,15062
lka,fra,2004,15305
lka,fra,2005,15602
lka,fra,2006,15669
lka,fra,2007,16605
lka,fra,2008,18102
lka,fra,2009,20464
lka,fra,2010,21833
lka,fra,2011,22719
lka,fra,2012,24963
lka,fra,2013,26939
lka,fra,2014,26727
lka,fra,2015,26235
lka,fra,2016,25941
lka,fra,2017,25573
lka,fra,2018,25755
lka,gbr,1988,3196
lka,gbr,1989,4044
