asylum_residence,displacement_type,time,displaced_population
caf,asylum_seekers,2004,2748.0
caf,asylum_seekers,2005,1960.0
caf,asylum_seekers,2006,1907.0
caf,asylum_seekers,2007,1970.0
caf,asylum_seekers,2008,1454.0
caf,asylum_seekers,2009,1219.0
caf,asylum_seekers,2010,1219.0
caf,asylum_seekers,2011,2448.0
caf,asylum_seekers,2012,2604.0
caf,asylum_seekers,2013,2636.0
caf,asylum_seekers,2014,409.0
caf,asylum_seekers,2015,334.0
caf,asylum_seekers,2016,304.0
caf,asylum_seekers,2017,570.0
caf,asylum_seekers,2018,387.0
caf,internally_displaced_persons,2006,147000.0
caf,internally_displaced_persons,2007,197000.0
caf,internally_displaced_persons,2008,197000.0
caf,internally_displaced_persons,2009,197000.0
caf,internally_displaced_persons,2010,192529.0
caf,internally_displaced_persons,2011,105206.0
caf,internally_displaced_persons,2012,51679.0
caf,internally_displaced_persons,2013,894421.0
caf,internally_displaced_persons,2014,438538.0
caf,internally_displaced_persons,2015,216392.0
caf,internally_displaced_persons,2016,411785.0
caf,internally_displaced_persons,2017,688700.0
caf,internally_displaced_persons,2018,640969.0
caf,refugees,1964,3300.0
caf,refugees,1965,20560.0
caf,refugees,1966,43000.0
caf,refugees,1967,35000.0
caf,refugees,1968,23000.0
caf,refugees,1969,23000.0
caf,refugees,1970,27150.0
caf,refugees,1971,28000.0
caf,refugees,1972,21970.0
caf,refugees,1973,7000.0
caf,refugees,1974,5000.0
caf,refugees,1975,5000.0
caf,refugees,1979,1000.0
caf,refugees,1980,7000.0
caf,refugees,1981,4000.0
caf,refugees,1982,7450.0
caf,refugees,1983,6790.0
caf,refugees,1984,42000.0
caf,refugees,1985,46330.0
caf,refugees,1986,12980.0
caf,refugees,1987,4250.0
caf,refugees,1988,3148.0
caf,refugees,1989,2493.0
caf,refugees,1990,4284.0
caf,refugees,1991,12223.0
caf,refugees,1992,19040.0
caf,refugees,1993,44129.0
caf,refugees,1994,47791.0
caf,refugees,1995,33856.0
caf,refugees,1996,36564.0
caf,refugees,1997,38499.0
caf,refugees,1998,43013.0
caf,refugees,1999,49314.0
caf,refugees,2000,55661.0
caf,refugees,2001,49239.0
caf,refugees,2002,50725.0
caf,refugees,2003,44753.0
caf,refugees,2004,25020.0
caf,refugees,2005,24569.0
caf,refugees,2006,12357.0
caf,refugees,2007,7535.0
caf,refugees,2008,7429.0
caf,refugees,2009,27047.0
caf,refugees,2010,21574.0
caf,refugees,2011,16730.0
caf,refugees,2012,14014.0
caf,refugees,2013,14322.0
caf,refugees,2014,7694.0
caf,refugees,2015,7330.0
caf,refugees,2016,12115.0
caf,refugees,2017,10027.0
caf,refugees,2018,6647.0
caf,returned_idps,2007,5000.0
caf,returned_idps,2011,66545.0
caf,returned_idps,2012,35433.0
caf,returned_idps,2014,610903.0
caf,returned_idps,2015,258276.0
caf,returned_idps,2017,89019.0
caf,returned_idps,2018,306246.0
caf,returned_refugees,1967,3700.0
caf,returned_refugees,1968,11000.0
caf,returned_refugees,1969,1900.0
caf,returned_refugees,1970,70.0
caf,returned_refugees,1971,2000.0
caf,returned_refugees,1972,36320.0
caf,returned_refugees,1973,16000.0
caf,returned_refugees,1981,4030.0
caf,returned_refugees,1982,860.0
caf,returned_refugees,1984,210.0
caf,returned_refugees,1985,26870.0
caf,returned_refugees,1986,15220.0
caf,returned_refugees,1987,7050.0
caf,returned_refugees,1988,1290.0
caf,returned_refugees,1989,670.0
caf,returned_refugees,1990,1330.0
caf,returned_refugees,1991,900.0
caf,returned_refugees,1992,960.0
caf,returned_refugees,1993,394.0
caf,returned_refugees,1994,108.0
caf,returned_refugees,1995,10232.0
caf,returned_refugees,1996,1229.0
caf,returned_refugees,1997,3670.0
caf,returned_refugees,1998,890.0
caf,returned_refugees,1999,2365.0
caf,returned_refugees,2000,403.0
caf,returned_refugees,2001,617.0
caf,returned_refugees,2002,1309.0
caf,returned_refugees,2003,442.0
caf,returned_refugees,2004,2034.0
caf,returned_refugees,2005,2167.0
caf,returned_refugees,2006,12845.0
caf,returned_refugees,2007,7882.0
caf,returned_refugees,2008,17.0
caf,returned_refugees,2009,15.0
caf,returned_refugees,2010,2.0
caf,returned_refugees,2011,11641.0
caf,returned_refugees,2012,803.0
caf,returned_refugees,2013,327.0
caf,returned_refugees,2014,7242.0
caf,returned_refugees,2015,811.0
caf,returned_refugees,2016,8.0
caf,returned_refugees,2017,78618.0
caf,returned_refugees,2018,35182.0
can,asylum_seekers,2000,30176.0
can,asylum_seekers,2001,45804.0
can,asylum_seekers,2002,52761.0
can,asylum_seekers,2003,41575.0
can,asylum_seekers,2004,27290.0
can,asylum_seekers,2005,20552.0
can,asylum_seekers,2006,23593.0
can,asylum_seekers,2007,37513.0
can,asylum_seekers,2008,54202.0
can,asylum_seekers,2009,61170.0
can,asylum_seekers,2010,51025.0
can,asylum_seekers,2011,41852.0
can,asylum_seekers,2012,32643.0
can,asylum_seekers,2013,22148.0
can,asylum_seekers,2014,16711.0
can,asylum_seekers,2015,19642.0
can,asylum_seekers,2016,23935.0
can,asylum_seekers,2017,51850.0
can,asylum_seekers,2018,78688.0
can,refugees,1951,168511.0
can,refugees,1952,154828.0
can,refugees,1953,107004.0
can,refugees,1954,75828.0
can,refugees,1955,52551.0
can,refugees,1956,17485.0
can,refugees,1957,46334.0
can,refugees,1958,46908.0
can,refugees,1959,47934.0
can,refugees,1960,48629.0
can,refugees,1961,44492.0
can,refugees,1962,12282.0
can,refugees,1963,10946.0
can,refugees,1964,10178.0
can,refugees,1965,9980.0
can,refugees,1966,10225.0
can,refugees,1967,9991.0
can,refugees,1968,17950.0
can,refugees,1969,19275.0
can,refugees,1970,18518.0
can,refugees,1971,17196.0
can,refugees,1972,20933.0
can,refugees,1973,13358.0
can,refugees,1974,11410.0
can,refugees,1975,16349.0
can,refugees,1976,27387.0
can,refugees,1977,29537.0
can,refugees,1978,31295.0
can,refugees,1979,57913.0
can,refugees,1980,92679.0
can,refugees,1981,96415.0
can,refugees,1982,107591.0
can,refugees,1983,120947.0
can,refugees,1984,112966.0
can,refugees,1985,92194.0
can,refugees,1986,98743.0
can,refugees,1987,104843.0
can,refugees,1988,116434.0
can,refugees,1989,135752.0
can,refugees,1990,154761.0
can,refugees,1991,170916.0
can,refugees,1992,183723.0
can,refugees,1993,183241.0
can,refugees,1994,186563.0
can,refugees,1995,152125.0
can,refugees,1996,138435.0
can,refugees,1997,125184.0
can,refugees,1998,119371.0
can,refugees,1999,123316.0
can,refugees,2000,126991.0
can,refugees,2001,129224.0
can,refugees,2002,129950.0
can,refugees,2003,133094.0
can,refugees,2004,141398.0
can,refugees,2005,147171.0
can,refugees,2006,151827.0
can,refugees,2007,175741.0
can,refugees,2008,173651.0
can,refugees,2009,169434.0
can,refugees,2010,165549.0
can,refugees,2011,164883.0
can,refugees,2012,163756.0
can,refugees,2013,160349.0
can,refugees,2014,149163.0
can,refugees,2015,135888.0
can,refugees,2016,97332.0
can,refugees,2017,104756.0
can,refugees,2018,114065.0
can,returned_refugees,1993,75.0
can,returned_refugees,1994,38.0
can,returned_refugees,1998,3.0
can,returned_refugees,1999,1787.0
can,returned_refugees,2000,437.0
can,returned_refugees,2001,196.0
can,returned_refugees,2002,495.0
can,returned_refugees,2003,122.0
can,returned_refugees,2004,29.0
can,returned_refugees,2005,12.0
can,returned_refugees,2006,23.0
can,returned_refugees,2007,4.0
can,returned_refugees,2008,19.0
can,returned_refugees,2009,7.0
can,returned_refugees,2010,7.0
can,returned_refugees,2011,618.0
can,returned_refugees,2012,548.0
can,returned_refugees,2013,295.0
can,returned_refugees,2014,40.0
can,returned_refugees,2015,24.0
can,stateless_persons,2017,3790.0
can,stateless_persons,2018,3790.0
che,asylum_seekers,2000,27469.0
che,asylum_seekers,2001,25654.0
che,asylum_seekers,2002,28097.0
che,asylum_seekers,2003,24533.0
che,asylum_seekers,2004,18633.0
che,asylum_seekers,2005,14428.0
che,asylum_seekers,2006,12385.0
che,asylum_seekers,2007,10745.0
che,asylum_seekers,2008,17163.0
che,asylum_seekers,2009,17139.0
che,asylum_seekers,2010,12916.0
che,asylum_seekers,2011,16915.0
che,asylum_seekers,2012,21709.0
che,asylum_seekers,2013,22130.0
che,asylum_seekers,2014,20832.0
che,asylum_seekers,2015,32701.0
che,asylum_seekers,2016,30800.0
che,asylum_seekers,2017,23691.0
che,asylum_seekers,2018,14721.0
che,refugees,1951,10000.0
che,refugees,1952,9800.0
che,refugees,1953,9500.0
che,refugees,1954,9400.0
che,refugees,1955,9200.0
che,refugees,1956,20700.0
che,refugees,1957,20500.0
che,refugees,1958,20000.0
che,refugees,1959,20000.0
che,refugees,1960,20000.0
che,refugees,1961,20000.0
che,refugees,1962,20000.0
che,refugees,1963,20000.0
che,refugees,1964,20000.0
che,refugees,1965,20000.0
che,refugees,1966,20500.0
che,refugees,1967,21000.0
che,refugees,1968,26000.0
che,refugees,1969,30000.0
che,refugees,1970,31000.0
che,refugees,1971,30000.0
che,refugees,1972,35000.0
che,refugees,1973,35000.0
che,refugees,1974,35000.0
che,refugees,1975,35000.0
che,refugees,1976,35000.0
che,refugees,1977,30000.0
che,refugees,1978,30000.0
che,refugees,1979,30000.0
che,refugees,1980,32000.0
che,refugees,1981,40000.0
che,refugees,1982,33404.0
che,refugees,1983,32312.0
che,refugees,1984,31201.0
che,refugees,1985,30726.0
che,refugees,1986,31343.0
che,refugees,1987,31707.0
che,refugees,1988,31949.0
che,refugees,1989,36763.0
che,refugees,1990,40943.0
che,refugees,1991,45622.0
che,refugees,1992,51930.0
che,refugees,1993,56586.0
che,refugees,1994,75295.0
che,refugees,1995,82943.0
che,refugees,1996,84413.0
che,refugees,1997,83203.0
che,refugees,1998,81903.0
che,refugees,1999,82298.0
che,refugees,2000,57653.0
che,refugees,2001,58494.0
che,refugees,2002,54113.0
che,refugees,2003,50144.0
che,refugees,2004,47678.0
che,refugees,2005,48030.0
che,refugees,2006,48523.0
che,refugees,2007,45653.0
che,refugees,2008,46132.0
che,refugees,2009,46203.0
che,refugees,2010,48813.0
che,refugees,2011,50416.0
che,refugees,2012,50747.0
che,refugees,2013,52464.0
che,refugees,2014,62620.0
che,refugees,2015,73336.0
che,refugees,2016,82681.0
che,refugees,2017,93015.0
che,refugees,2018,103971.0
che,returned_refugees,1989,1.0
che,returned_refugees,1991,1.0
che,returned_refugees,1993,2.0
che,returned_refugees,1995,23.0
che,returned_refugees,1996,1800.0
che,returned_refugees,1997,3921.0
che,returned_refugees,1998,4821.0
che,returned_refugees,1999,15928.0
che,returned_refugees,2000,26864.0
che,returned_refugees,2001,1388.0
che,returned_refugees,2002,1500.0
che,returned_refugees,2003,1498.0
che,returned_refugees,2004,991.0
che,returned_refugees,2005,962.0
che,returned_refugees,2006,703.0
che,returned_refugees,2007,353.0
che,returned_refugees,2008,169.0
che,returned_refugees,2009,277.0
che,returned_refugees,2010,65.0
che,returned_refugees,2011,41.0
che,returned_refugees,2012,7.0
che,returned_refugees,2013,5.0
che,returned_refugees,2014,108.0
che,returned_refugees,2015,42.0
che,stateless_persons,2004,25.0
che,stateless_persons,2005,28.0
che,stateless_persons,2006,153.0
che,stateless_persons,2007,80.0
che,stateless_persons,2008,75.0
che,stateless_persons,2009,67.0
che,stateless_persons,2010,62.0
che,stateless_persons,2011,54.0
che,stateless_persons,2012,69.0
che,stateless_persons,2013,79.0
che,stateless_persons,2014,76.0
che,stateless_persons,2015,69.0
che,stateless_persons,2016,66.0
che,stateless_persons,2017,62.0
che,stateless_persons,2018,49.0
chl,asylum_seekers,2000,69.0
chl,asylum_seekers,2001,66.0
chl,asylum_seekers,2002,18.0
chl,asylum_seekers,2003,49.0
chl,asylum_seekers,2004,85.0
chl,asylum_seekers,2005,107.0
chl,asylum_seekers,2006,338.0
chl,asylum_seekers,2007,518.0
chl,asylum_seekers,2008,890.0
chl,asylum_seekers,2009,498.0
chl,asylum_seekers,2010,274.0
chl,asylum_seekers,2011,364.0
chl,asylum_seekers,2012,353.0
chl,asylum_seekers,2013,421.0
chl,asylum_seekers,2014,573.0
chl,asylum_seekers,2015,1064.0
chl,asylum_seekers,2016,3223.0
chl,asylum_seekers,2017,8441.0
chl,asylum_seekers,2018,11963.0
chl,others_of_concern,2017,86687.0
chl,others_of_concern,2018,287111.0
chl,refugees,1969,6500.0
chl,refugees,1970,6000.0
chl,refugees,1971,7000.0
chl,refugees,1972,7000.0
chl,refugees,1973,9500.0
chl,refugees,1974,3700.0
chl,refugees,1975,3300.0
chl,refugees,1976,4000.0
chl,refugees,1977,5200.0
chl,refugees,1978,3080.0
chl,refugees,1979,2000.0
chl,refugees,1980,1500.0
chl,refugees,1981,1500.0
chl,refugees,1982,2500.0
chl,refugees,1983,2500.0
chl,refugees,1984,2500.0
chl,refugees,1985,540.0
chl,refugees,1988,300.0
chl,refugees,1989,300.0
chl,refugees,1990,58.0
chl,refugees,1991,72.0
chl,refugees,1992,142.0
chl,refugees,1993,239.0
chl,refugees,1994,217.0
chl,refugees,1995,283.0
chl,refugees,1996,313.0
chl,refugees,1997,276.0
chl,refugees,1998,305.0
chl,refugees,1999,323.0
chl,refugees,2000,364.0
chl,refugees,2001,389.0
chl,refugees,2002,413.0
chl,refugees,2003,466.0
chl,refugees,2004,569.0
chl,refugees,2005,806.0
chl,refugees,2006,1134.0
chl,refugees,2007,1376.0
chl,refugees,2008,1613.0
chl,refugees,2009,1539.0
chl,refugees,2010,1621.0
chl,refugees,2011,1674.0
chl,refugees,2012,1695.0
chl,refugees,2013,1743.0
chl,refugees,2014,1773.0
chl,refugees,2015,1849.0
chl,refugees,2016,1737.0
chl,refugees,2017,1849.0
chl,refugees,2018,2001.0
chl,returned_refugees,1996,50.0
chl,returned_refugees,1999,14.0
chl,returned_refugees,2000,10.0
chl,returned_refugees,2001,4.0
chl,returned_refugees,2002,18.0
chl,returned_refugees,2004,2.0
chl,returned_refugees,2006,7.0
chn,asylum_seekers,2000,12.0
chn,asylum_seekers,2001,1.0
chn,asylum_seekers,2002,7.0
chn,asylum_seekers,2003,43.0
chn,asylum_seekers,2004,44.0
chn,asylum_seekers,2005,84.0
chn,asylum_seekers,2006,83.0
chn,asylum_seekers,2007,70.0
chn,asylum_seekers,2008,20.0
chn,asylum_seekers,2009,43.0
chn,asylum_seekers,2010,122.0
chn,asylum_seekers,2011,30.0
chn,asylum_seekers,2012,265.0
chn,asylum_seekers,2013,380.0
chn,asylum_seekers,2014,467.0
chn,asylum_seekers,2015,677.0
chn,asylum_seekers,2016,668.0
chn,asylum_seekers,2017,696.0
chn,asylum_seekers,2018,579.0
chn,others_of_concern,2006,19.0
chn,others_of_concern,2007,22.0
chn,others_of_concern,2008,4.0
chn,others_of_concern,2009,4.0
chn,others_of_concern,2015,1.0
chn,refugees,1966,970.0
chn,refugees,1979,250000.0
chn,refugees,1980,263000.0
chn,refugees,1981,265000.0
chn,refugees,1982,272100.0
chn,refugees,1983,276630.0
chn,refugees,1984,279750.0
chn,refugees,1985,279670.0
chn,refugees,1986,281790.0
chn,refugees,1987,280600.0
chn,refugees,1988,284300.0
chn,refugees,1989,284300.0
chn,refugees,1990,287276.0
chn,refugees,1991,289061.0
chn,refugees,1992,288123.0
chn,refugees,1993,287423.0
chn,refugees,1994,287066.0
chn,refugees,1995,288309.0
chn,refugees,1996,290100.0
chn,refugees,1997,291507.0
chn,refugees,1998,292345.0
chn,refugees,1999,293299.0
chn,refugees,2000,294110.0
chn,refugees,2001,295325.0
chn,refugees,2002,297277.0
chn,refugees,2003,299354.0
chn,refugees,2004,299375.0
chn,refugees,2005,301041.0
chn,refugees,2006,301027.0
chn,refugees,2007,301078.0
chn,refugees,2008,300967.0
chn,refugees,2009,300989.0
chn,refugees,2010,300986.0
chn,refugees,2011,301018.0
chn,refugees,2012,301037.0
chn,refugees,2013,301047.0
chn,refugees,2014,301052.0
chn,refugees,2015,301052.0
chn,refugees,2016,317255.0
chn,refugees,2017,321703.0
chn,refugees,2018,321733.0
chn,returned_refugees,1966,100.0
chn,returned_refugees,1991,1253.0
chn,returned_refugees,1992,1711.0
chn,returned_refugees,1993,284.0
chn,returned_refugees,1994,408.0
chn,returned_refugees,1995,67.0
chn,returned_refugees,1996,757.0
chn,returned_refugees,1997,553.0
chn,returned_refugees,1998,182.0
chn,returned_refugees,2000,1.0
chn,returned_refugees,2001,2.0
chn,returned_refugees,2004,7.0
chn,returned_refugees,2005,1.0
chn,returned_refugees,2008,12.0
chn,returned_refugees,2009,1.0
chn,returned_refugees,2011,1.0
civ,asylum_seekers,2000,2242.0
civ,asylum_seekers,2001,2324.0
civ,asylum_seekers,2002,1142.0
civ,asylum_seekers,2003,1321.0
civ,asylum_seekers,2004,2111.0
civ,asylum_seekers,2005,2443.0
civ,asylum_seekers,2006,2313.0
civ,asylum_seekers,2007,1784.0
civ,asylum_seekers,2008,297.0
civ,asylum_seekers,2009,222.0
civ,asylum_seekers,2010,256.0
civ,asylum_seekers,2011,667.0
civ,asylum_seekers,2012,520.0
civ,asylum_seekers,2013,607.0
civ,asylum_seekers,2014,669.0
civ,asylum_seekers,2015,649.0
civ,asylum_seekers,2016,284.0
civ,asylum_seekers,2017,344.0
civ,asylum_seekers,2018,178.0
civ,internally_displaced_persons,2002,100000.0
civ,internally_displaced_persons,2003,38039.0
civ,internally_displaced_persons,2004,38039.0
civ,internally_displaced_persons,2005,38039.0
civ,internally_displaced_persons,2006,709228.0
civ,internally_displaced_persons,2007,709048.0
civ,internally_displaced_persons,2008,683956.0
civ,internally_displaced_persons,2009,519140.0
civ,internally_displaced_persons,2010,514515.0
civ,internally_displaced_persons,2011,126668.0
civ,internally_displaced_persons,2012,45000.0
civ,internally_displaced_persons,2013,24000.0
civ,internally_displaced_persons,2014,24000.0
civ,internally_displaced_persons,2015,308272.0
civ,others_of_concern,2011,938.0
civ,others_of_concern,2012,332.0
civ,others_of_concern,2013,132.0
civ,others_of_concern,2014,58.0
civ,others_of_concern,2015,57.0
civ,others_of_concern,2016,118.0
civ,others_of_concern,2017,165.0
civ,others_of_concern,2018,104.0
civ,refugees,1969,12000.0
civ,refugees,1971,300.0
civ,refugees,1975,300000.0
civ,refugees,1976,500070.0
civ,refugees,1983,450.0
civ,refugees,1984,650.0
civ,refugees,1985,810.0
civ,refugees,1986,880.0
civ,refugees,1987,800.0
civ,refugees,1988,800.0
civ,refugees,1989,480.0
civ,refugees,1990,272281.0
civ,refugees,1991,230290.0
civ,refugees,1992,174076.0
civ,refugees,1993,251588.0
civ,refugees,1994,360112.0
civ,refugees,1995,297908.0
civ,refugees,1996,327696.0
civ,refugees,1997,208502.0
civ,refugees,1998,151182.0
civ,refugees,1999,138429.0
civ,refugees,2000,120691.0
civ,refugees,2001,126239.0
civ,refugees,2002,44749.0
civ,refugees,2003,75971.0
civ,refugees,2004,72088.0
civ,refugees,2005,41627.0
civ,refugees,2006,27288.0
civ,refugees,2007,24647.0
civ,refugees,2008,24811.0
civ,refugees,2009,24604.0
civ,refugees,2010,26218.0
civ,refugees,2011,24221.0
civ,refugees,2012,3980.0
civ,refugees,2013,2980.0
civ,refugees,2014,1925.0
civ,refugees,2015,1980.0
civ,refugees,2016,1399.0
civ,refugees,2017,1556.0
civ,refugees,2018,1768.0
civ,returned_idps,2006,149.0
civ,returned_idps,2007,180.0
civ,returned_idps,2008,25092.0
civ,returned_idps,2009,166816.0
civ,returned_idps,2010,22625.0
civ,returned_idps,2011,466808.0
civ,returned_idps,2012,96010.0
civ,returned_idps,2013,21000.0
civ,returned_idps,2015,399.0
civ,returned_refugees,1987,60.0
civ,returned_refugees,1993,9356.0
civ,returned_refugees,1994,3031.0
civ,returned_refugees,1995,402.0
civ,returned_refugees,1996,131.0
civ,returned_refugees,1997,587.0
civ,returned_refugees,1998,100564.0
civ,returned_refugees,1999,31633.0
civ,returned_refugees,2000,28284.0
civ,returned_refugees,2001,2121.0
civ,returned_refugees,2002,22113.0
civ,returned_refugees,2003,21054.0
civ,returned_refugees,2004,16826.0
civ,returned_refugees,2005,33011.0
civ,returned_refugees,2006,14992.0
civ,returned_refugees,2007,5766.0
civ,returned_refugees,2008,16.0
civ,returned_refugees,2009,427.0
civ,returned_refugees,2010,928.0
civ,returned_refugees,2011,1179.0
civ,returned_refugees,2012,17590.0
civ,returned_refugees,2013,49.0
civ,returned_refugees,2015,63.0
civ,returned_refugees,2016,5.0
civ,returned_refugees,2017,8304.0
civ,returned_refugees,2018,2839.0
civ,stateless_persons,2012,700000.0
civ,stateless_persons,2013,700000.0
civ,stateless_persons,2014,700000.0
civ,stateless_persons,2015,700000.0
civ,stateless_persons,2016,694000.0
civ,stateless_persons,2017,692000.0
civ,stateless_persons,2018,692000.0
cmr,asylum_seekers,2000,1633.0
cmr,asylum_seekers,2001,2577.0
cmr,asylum_seekers,2002,5308.0
cmr,asylum_seekers,2003,5675.0
cmr,asylum_seekers,2004,6123.0
cmr,asylum_seekers,2005,6766.0
cmr,asylum_seekers,2006,4161.0
cmr,asylum_seekers,2007,2157.0
cmr,asylum_seekers,2008,2231.0
cmr,asylum_seekers,2009,1312.0
cmr,asylum_seekers,2010,2383.0
cmr,asylum_seekers,2011,3298.0
cmr,asylum_seekers,2012,3126.0
cmr,asylum_seekers,2013,8337.0
cmr,asylum_seekers,2014,11754.0
cmr,asylum_seekers,2015,5373.0
cmr,asylum_seekers,2016,3251.0
cmr,asylum_seekers,2017,5765.0
cmr,asylum_seekers,2018,8096.0
cmr,internally_displaced_persons,2015,92657.0
cmr,internally_displaced_persons,2016,198889.0
cmr,internally_displaced_persons,2017,221695.0
cmr,internally_displaced_persons,2018,668494.0
cmr,others_of_concern,2015,11.0
cmr,others_of_concern,2016,33.0
cmr,others_of_concern,2017,38.0
cmr,others_of_concern,2018,25.0
cmr,refugees,1970,8000.0
cmr,refugees,1975,30000.0
cmr,refugees,1976,30000.0
cmr,refugees,1977,30000.0
cmr,refugees,1978,30000.0
cmr,refugees,1979,19990.0
cmr,refugees,1980,128000.0
cmr,refugees,1981,172710.0
cmr,refugees,1982,36820.0
cmr,refugees,1983,4190.0
cmr,refugees,1984,13690.0
cmr,refugees,1985,35150.0
cmr,refugees,1986,53600.0
cmr,refugees,1987,59190.0
cmr,refugees,1988,51160.0
cmr,refugees,1989,48630.0
cmr,refugees,1990,49876.0
cmr,refugees,1991,45237.0
cmr,refugees,1992,42233.0
cmr,refugees,1993,44013.0
cmr,refugees,1994,44036.0
cmr,refugees,1995,45781.0
cmr,refugees,1996,46407.0
cmr,refugees,1997,47057.0
cmr,refugees,1998,47826.0
cmr,refugees,1999,49227.0
cmr,refugees,2000,43680.0
cmr,refugees,2001,41186.0
cmr,refugees,2002,58288.0
cmr,refugees,2003,58583.0
cmr,refugees,2004,58861.0
cmr,refugees,2005,52042.0
cmr,refugees,2006,35083.0
cmr,refugees,2007,60137.0
cmr,refugees,2008,81037.0
cmr,refugees,2009,99957.0
cmr,refugees,2010,104275.0
cmr,refugees,2011,100373.0
cmr,refugees,2012,98969.0
cmr,refugees,2013,114753.0
cmr,refugees,2014,264126.0
cmr,refugees,2015,342973.0
cmr,refugees,2016,375415.0
cmr,refugees,2017,337375.0
cmr,refugees,2018,380307.0
cmr,returned_idps,2015,18636.0
cmr,returned_idps,2016,18213.0
cmr,returned_idps,2017,33662.0
cmr,returned_idps,2018,67653.0
cmr,returned_refugees,1979,250.0
cmr,returned_refugees,1981,93310.0
cmr,returned_refugees,1982,135890.0
cmr,returned_refugees,1983,60.0
cmr,returned_refugees,1984,5000.0
cmr,returned_refugees,1986,930.0
cmr,returned_refugees,1987,370.0
cmr,returned_refugees,1988,2820.0
cmr,returned_refugees,1989,2730.0
cmr,returned_refugees,1990,2430.0
cmr,returned_refugees,1991,5500.0
cmr,returned_refugees,1992,3430.0
cmr,returned_refugees,1993,602.0
cmr,returned_refugees,1994,309.0
cmr,returned_refugees,1995,11.0
cmr,returned_refugees,1996,739.0
cmr,returned_refugees,1997,675.0
cmr,returned_refugees,1998,213.0
cmr,returned_refugees,1999,18.0
cmr,returned_refugees,2000,2287.0
cmr,returned_refugees,2001,3096.0
cmr,returned_refugees,2003,158.0
cmr,returned_refugees,2004,413.0
cmr,returned_refugees,2005,7444.0
cmr,returned_refugees,2006,43.0
cmr,returned_refugees,2007,142.0
cmr,returned_refugees,2008,4431.0
cmr,returned_refugees,2009,1057.0
cmr,returned_refugees,2010,66.0
cmr,returned_refugees,2011,2603.0
cmr,returned_refugees,2012,2097.0
cmr,returned_refugees,2013,402.0
cmr,returned_refugees,2014,45.0
cmr,returned_refugees,2015,11253.0
cmr,returned_refugees,2016,6193.0
cod,asylum_seekers,2000,146.0
cod,asylum_seekers,2001,308.0
cod,asylum_seekers,2002,397.0
cod,asylum_seekers,2003,446.0
cod,asylum_seekers,2004,354.0
cod,asylum_seekers,2005,140.0
cod,asylum_seekers,2006,94.0
cod,asylum_seekers,2007,100.0
cod,asylum_seekers,2008,10.0
cod,asylum_seekers,2009,643.0
cod,asylum_seekers,2010,932.0
cod,asylum_seekers,2011,1136.0
cod,asylum_seekers,2012,1825.0
cod,asylum_seekers,2013,1461.0
cod,asylum_seekers,2014,1184.0
cod,asylum_seekers,2015,983.0
cod,asylum_seekers,2016,1327.0
cod,asylum_seekers,2017,799.0
cod,asylum_seekers,2018,5745.0
cod,internally_displaced_persons,2000,3000.0
cod,internally_displaced_persons,2001,3458.0
cod,internally_displaced_persons,2002,9000.0
cod,internally_displaced_persons,2006,1075297.0
cod,internally_displaced_persons,2007,1317879.0
cod,internally_displaced_persons,2008,1460102.0
cod,internally_displaced_persons,2009,2052677.0
cod,internally_displaced_persons,2010,1721382.0
cod,internally_displaced_persons,2011,1709278.0
cod,internally_displaced_persons,2012,2669069.0
cod,internally_displaced_persons,2013,2963799.0
cod,internally_displaced_persons,2014,2756585.0
cod,internally_displaced_persons,2015,1555112.0
cod,internally_displaced_persons,2016,2232900.0
cod,internally_displaced_persons,2017,4351376.0
cod,internally_displaced_persons,2018,4516865.0
cod,others_of_concern,2008,6.0
cod,others_of_concern,2009,11.0
cod,others_of_concern,2012,71815.0
cod,others_of_concern,2013,71257.0
cod,others_of_concern,2014,153136.0
cod,others_of_concern,2015,14474.0
cod,refugees,1960,150000.0
cod,refugees,1961,203000.0
cod,refugees,1962,223000.0
cod,refugees,1963,237000.0
cod,refugees,1964,236000.0
cod,refugees,1965,265000.0
cod,refugees,1966,357100.0
cod,refugees,1967,434100.0
cod,refugees,1968,475400.0
cod,refugees,1969,496300.0
cod,refugees,1970,489000.0
cod,refugees,1971,474250.0
cod,refugees,1972,495250.0
cod,refugees,1973,460050.0
cod,refugees,1974,503250.0
cod,refugees,1975,510000.0
cod,refugees,1976,515000.0
cod,refugees,1977,530300.0
cod,refugees,1978,653000.0
cod,refugees,1979,710480.0
cod,refugees,1980,611110.0
cod,refugees,1981,576740.0
cod,refugees,1982,497600.0
cod,refugees,1983,303500.0
cod,refugees,1984,337330.0
cod,refugees,1985,283000.0
cod,refugees,1986,301230.0
cod,refugees,1987,320000.0
cod,refugees,1988,340675.0
cod,refugees,1989,340689.0
cod,refugees,1990,416435.0
cod,refugees,1991,482959.0
cod,refugees,1992,391127.0
cod,refugees,1993,572070.0
cod,refugees,1994,1724365.0
cod,refugees,1995,1433760.0
cod,refugees,1996,675973.0
cod,refugees,1997,297538.0
cod,refugees,1998,240214.0
cod,refugees,1999,285270.0
cod,refugees,2000,332509.0
cod,refugees,2001,362012.0
cod,refugees,2002,332978.0
cod,refugees,2003,234033.0
cod,refugees,2004,199323.0
cod,refugees,2005,204341.0
cod,refugees,2006,208371.0
cod,refugees,2007,177390.0
cod,refugees,2008,155162.0
cod,refugees,2009,185809.0
cod,refugees,2010,166336.0
