origin,displacement_type,time,displaced_population
esp,asylum_seekers,2000,23
esp,asylum_seekers,2001,18
esp,asylum_seekers,2002,28
esp,asylum_seekers,2003,40
esp,asylum_seekers,2004,31
esp,asylum_seekers,2005,27
esp,asylum_seekers,2006,20
esp,asylum_seekers,2007,15
esp,asylum_seekers,2008,23
esp,asylum_seekers,2009,53
esp,asylum_seekers,2010,70
esp,asylum_seekers,2011,86
esp,asylum_seekers,2012,90
esp,asylum_seekers,2013,75
esp,asylum_seekers,2014,75
esp,asylum_seekers,2015,88
esp,asylum_seekers,2016,133
esp,asylum_seekers,2017,198
esp,asylum_seekers,2018,223
esp,refugees,1970,680
esp,refugees,1971,670
esp,refugees,1972,650
esp,refugees,1973,390
esp,refugees,1974,210
esp,refugees,1975,140
esp,refugees,1976,510
esp,refugees,1980,5
esp,refugees,1981,3
esp,refugees,1982,52
esp,refugees,1983,602
esp,refugees,1984,62
esp,refugees,1985,62
esp,refugees,1986,1
esp,refugees,1987,60
esp,refugees,1994,42
esp,refugees,1995,36
esp,refugees,1996,218
esp,refugees,1997,215
esp,refugees,1998,60
esp,refugees,1999,53
esp,refugees,2000,80
esp,refugees,2001,48
esp,refugees,2002,58
esp,refugees,2003,53
esp,refugees,2004,49
esp,refugees,2005,49
esp,refugees,2006,2444
esp,refugees,2007,41
esp,refugees,2008,27
esp,refugees,2009,34
esp,refugees,2010,42
esp,refugees,2011,43
esp,refugees,2012,52
esp,refugees,2013,56
esp,refugees,2014,60
esp,refugees,2015,59
esp,refugees,2016,35
esp,refugees,2017,38
esp,refugees,2018,41
esp,returned_refugees,2000,1
est,asylum_seekers,2000,78
est,asylum_seekers,2001,99
est,asylum_seekers,2002,160
est,asylum_seekers,2003,187
est,asylum_seekers,2004,149
est,asylum_seekers,2005,135
est,asylum_seekers,2006,126
est,asylum_seekers,2007,59
est,asylum_seekers,2008,38
est,asylum_seekers,2009,40
est,asylum_seekers,2010,18
est,asylum_seekers,2011,40
est,asylum_seekers,2012,29
est,asylum_seekers,2013,27
est,asylum_seekers,2014,33
est,asylum_seekers,2015,47
est,asylum_seekers,2016,47
est,asylum_seekers,2017,43
est,asylum_seekers,2018,37
est,others_of_concern,1998,537
est,refugees,1991,2
est,refugees,1992,59
est,refugees,1993,95
est,refugees,1994,297
est,refugees,1995,351
est,refugees,1996,1310
est,refugees,1997,1266
est,refugees,1998,792
est,refugees,1999,633
est,refugees,2000,455
est,refugees,2001,479
est,refugees,2002,1060
est,refugees,2003,1027
est,refugees,2004,855
est,refugees,2005,743
est,refugees,2006,627
est,refugees,2007,262
est,refugees,2008,248
est,refugees,2009,248
est,refugees,2010,240
est,refugees,2011,224
est,refugees,2012,456
est,refugees,2013,352
est,refugees,2014,339
est,refugees,2015,318
est,refugees,2016,305
est,refugees,2017,278
est,refugees,2018,276
est,returned_refugees,1996,6
eth,asylum_seekers,2000,14555
eth,asylum_seekers,2001,12326
eth,asylum_seekers,2002,8965
eth,asylum_seekers,2003,10823
eth,asylum_seekers,2004,13124
eth,asylum_seekers,2005,16235
eth,asylum_seekers,2006,16689
eth,asylum_seekers,2007,29483
eth,asylum_seekers,2008,31507
eth,asylum_seekers,2009,48739
eth,asylum_seekers,2010,48875
eth,asylum_seekers,2011,38842
eth,asylum_seekers,2012,41927
eth,asylum_seekers,2013,49336
eth,asylum_seekers,2014,61446
eth,asylum_seekers,2015,76709
eth,asylum_seekers,2016,78054
eth,asylum_seekers,2017,133658
eth,asylum_seekers,2018,133240
eth,internally_displaced_persons,2017,1078429
eth,internally_displaced_persons,2018,2615800
eth,others_of_concern,1998,1393
eth,others_of_concern,2000,244
eth,others_of_concern,2001,1420
eth,others_of_concern,2002,100
eth,others_of_concern,2005,5
eth,others_of_concern,2008,1
eth,others_of_concern,2010,7
eth,others_of_concern,2012,4760
eth,others_of_concern,2013,3242
eth,others_of_concern,2014,409
eth,others_of_concern,2015,224
eth,others_of_concern,2016,691
eth,others_of_concern,2017,4258
eth,others_of_concern,2018,4228
eth,refugees,1967,28600
eth,refugees,1968,31000
eth,refugees,1969,31000
eth,refugees,1970,54350
eth,refugees,1971,55200
eth,refugees,1972,44640
eth,refugees,1973,46300
eth,refugees,1974,49200
eth,refugees,1975,91410
eth,refugees,1976,105700
eth,refugees,1977,655350
eth,refugees,1978,887670
eth,refugees,1979,1623870
eth,refugees,1980,2567998
eth,refugees,1981,1363266
eth,refugees,1982,1334915
eth,refugees,1983,1351917
eth,refugees,1984,1546134
eth,refugees,1985,1749309
eth,refugees,1986,1534548
eth,refugees,1987,1487663
eth,refugees,1988,1513307
eth,refugees,1989,1474919
eth,refugees,1990,1345928
eth,refugees,1991,251241
eth,refugees,1992,313129
eth,refugees,1993,251828
eth,refugees,1994,226436
eth,refugees,1995,100987
eth,refugees,1996,96270
eth,refugees,1997,84401
eth,refugees,1998,70680
eth,refugees,1999,71055
eth,refugees,2000,66410
eth,refugees,2001,58997
eth,refugees,2002,61240
eth,refugees,2003,62677
eth,refugees,2004,63150
eth,refugees,2005,65461
eth,refugees,2006,74026
eth,refugees,2007,59858
eth,refugees,2008,63878
eth,refugees,2009,62889
eth,refugees,2010,68848
eth,refugees,2011,70610
eth,refugees,2012,74968
eth,refugees,2013,77122
eth,refugees,2014,86870
eth,refugees,2015,85839
eth,refugees,2016,83966
eth,refugees,2017,87408
eth,refugees,2018,92172
eth,returned_refugees,1972,8090
eth,returned_refugees,1977,1150
eth,returned_refugees,1978,8970
eth,returned_refugees,1979,20900
eth,returned_refugees,1980,10000
eth,returned_refugees,1981,26420
eth,returned_refugees,1982,80000
eth,returned_refugees,1983,82460
eth,returned_refugees,1984,286600
eth,returned_refugees,1985,116320
eth,returned_refugees,1986,213860
eth,returned_refugees,1987,59570
eth,returned_refugees,1988,7080
eth,returned_refugees,1989,6300
eth,returned_refugees,1991,53840
eth,returned_refugees,1992,11995
eth,returned_refugees,1993,56614
eth,returned_refugees,1994,39665
eth,returned_refugees,1995,35153
eth,returned_refugees,1996,28001
eth,returned_refugees,1997,10034
eth,returned_refugees,1998,12762
eth,returned_refugees,1999,1867
eth,returned_refugees,2000,2936
eth,returned_refugees,2001,9365
eth,returned_refugees,2002,213
eth,returned_refugees,2003,30
eth,returned_refugees,2004,7
eth,returned_refugees,2005,147
eth,returned_refugees,2006,23
eth,returned_refugees,2007,27
eth,returned_refugees,2008,167
eth,returned_refugees,2009,17
eth,returned_refugees,2010,6
eth,returned_refugees,2011,21
eth,returned_refugees,2012,32
eth,returned_refugees,2013,29
eth,returned_refugees,2014,466
eth,returned_refugees,2015,5
eth,returned_refugees,2016,1
eth,returned_refugees,2018,16
fin,asylum_seekers,2000,5
fin,asylum_seekers,2001,8
fin,asylum_seekers,2002,8
fin,asylum_seekers,2003,5
fin,asylum_seekers,2004,3
fin,asylum_seekers,2005,6
fin,asylum_seekers,2006,2
fin,asylum_seekers,2009,2
fin,asylum_seekers,2010,2
fin,asylum_seekers,2011,4
fin,asylum_seekers,2012,6
fin,asylum_seekers,2013,5
fin,asylum_seekers,2014,1
fin,asylum_seekers,2015,2
fin,asylum_seekers,2016,7
fin,asylum_seekers,2017,4
fin,asylum_seekers,2018,5
fin,refugees,1995,1
fin,refugees,1996,1
fin,refugees,1997,2
fin,refugees,1998,6
fin,refugees,1999,6
fin,refugees,2000,5
fin,refugees,2001,2
fin,refugees,2002,9
fin,refugees,2003,7
fin,refugees,2004,3
fin,refugees,2005,5
fin,refugees,2006,6
fin,refugees,2007,4
fin,refugees,2008,4
fin,refugees,2009,6
fin,refugees,2010,6
fin,refugees,2011,7
fin,refugees,2012,7
fin,refugees,2013,7
fin,refugees,2014,7
fin,refugees,2015,8
fin,refugees,2016,4
fin,refugees,2017,4
fji,asylum_seekers,2000,1661
fji,asylum_seekers,2001,1918
fji,asylum_seekers,2002,1504
fji,asylum_seekers,2003,1022
fji,asylum_seekers,2004,522
fji,asylum_seekers,2005,373
fji,asylum_seekers,2006,255
fji,asylum_seekers,2007,193
fji,asylum_seekers,2008,201
fji,asylum_seekers,2009,360
fji,asylum_seekers,2010,300
fji,asylum_seekers,2011,260
fji,asylum_seekers,2012,268
fji,asylum_seekers,2013,460
fji,asylum_seekers,2014,767
fji,asylum_seekers,2015,430
fji,asylum_seekers,2016,514
fji,asylum_seekers,2017,678
fji,asylum_seekers,2018,1297
fji,refugees,1990,1
fji,refugees,1991,1
fji,refugees,1992,19
fji,refugees,1993,89
fji,refugees,1994,156
fji,refugees,1995,222
fji,refugees,1996,305
fji,refugees,1997,326
fji,refugees,1998,301
fji,refugees,1999,328
fji,refugees,2000,401
fji,refugees,2001,731
fji,refugees,2002,1072
fji,refugees,2003,1087
fji,refugees,2004,1281
fji,refugees,2005,1379
fji,refugees,2006,1686
fji,refugees,2007,1828
fji,refugees,2008,1868
fji,refugees,2009,1892
fji,refugees,2010,1851
fji,refugees,2011,1579
fji,refugees,2012,1317
fji,refugees,2013,1112
fji,refugees,2014,924
fji,refugees,2015,883
fji,refugees,2016,792
fji,refugees,2017,734
fji,refugees,2018,675
fra,asylum_seekers,2000,48
fra,asylum_seekers,2001,61
fra,asylum_seekers,2002,81
fra,asylum_seekers,2003,72
fra,asylum_seekers,2004,59
fra,asylum_seekers,2005,56
fra,asylum_seekers,2006,42
fra,asylum_seekers,2007,53
fra,asylum_seekers,2008,58
fra,asylum_seekers,2009,78
fra,asylum_seekers,2010,44
fra,asylum_seekers,2011,54
fra,asylum_seekers,2012,49
fra,asylum_seekers,2013,55
fra,asylum_seekers,2014,47
fra,asylum_seekers,2015,84
fra,asylum_seekers,2016,121
fra,asylum_seekers,2017,132
fra,asylum_seekers,2018,215
fra,others_of_concern,2013,1
fra,refugees,1994,20
fra,refugees,1995,15
fra,refugees,1996,44
fra,refugees,1997,61
fra,refugees,1998,64
fra,refugees,1999,63
fra,refugees,2000,78
fra,refugees,2001,44
fra,refugees,2002,90
fra,refugees,2003,110
fra,refugees,2004,110
fra,refugees,2005,286
fra,refugees,2006,82
fra,refugees,2007,101
fra,refugees,2008,101
fra,refugees,2009,87
fra,refugees,2010,92
fra,refugees,2011,99
fra,refugees,2012,100
fra,refugees,2013,98
fra,refugees,2014,93
fra,refugees,2015,94
fra,refugees,2016,54
fra,refugees,2017,49
fra,refugees,2018,54
fsm,asylum_seekers,2002,5
fsm,asylum_seekers,2003,4
fsm,asylum_seekers,2004,3
fsm,asylum_seekers,2005,1
fsm,asylum_seekers,2015,6
gab,asylum_seekers,2000,17
gab,asylum_seekers,2001,51
gab,asylum_seekers,2002,50
gab,asylum_seekers,2003,35
gab,asylum_seekers,2004,27
gab,asylum_seekers,2005,57
gab,asylum_seekers,2006,40
gab,asylum_seekers,2007,25
gab,asylum_seekers,2008,33
gab,asylum_seekers,2009,48
gab,asylum_seekers,2010,41
gab,asylum_seekers,2011,51
gab,asylum_seekers,2012,66
gab,asylum_seekers,2013,106
gab,asylum_seekers,2014,141
gab,asylum_seekers,2015,238
gab,asylum_seekers,2016,442
gab,asylum_seekers,2017,673
gab,asylum_seekers,2018,727
gab,refugees,1992,17
gab,refugees,1993,18
gab,refugees,1994,22
gab,refugees,1995,25
gab,refugees,1996,24
gab,refugees,1997,19
gab,refugees,1998,28
gab,refugees,1999,26
gab,refugees,2000,26
gab,refugees,2001,27
gab,refugees,2002,37
gab,refugees,2003,39
gab,refugees,2004,53
gab,refugees,2005,81
gab,refugees,2006,95
gab,refugees,2007,116
gab,refugees,2008,129
gab,refugees,2009,144
gab,refugees,2010,165
gab,refugees,2011,173
gab,refugees,2012,183
gab,refugees,2013,176
gab,refugees,2014,172
gab,refugees,2015,177
gab,refugees,2016,171
gab,refugees,2017,215
gab,refugees,2018,332
gab,returned_refugees,2000,6
gab,returned_refugees,2016,1
gbr,asylum_seekers,2000,71
gbr,asylum_seekers,2001,81
gbr,asylum_seekers,2002,77
gbr,asylum_seekers,2003,67
gbr,asylum_seekers,2004,47
gbr,asylum_seekers,2005,63
gbr,asylum_seekers,2006,49
gbr,asylum_seekers,2007,38
gbr,asylum_seekers,2008,28
gbr,asylum_seekers,2009,48
gbr,asylum_seekers,2010,46
gbr,asylum_seekers,2011,49
gbr,asylum_seekers,2012,48
gbr,asylum_seekers,2013,70
gbr,asylum_seekers,2014,86
gbr,asylum_seekers,2015,117
gbr,asylum_seekers,2016,109
gbr,asylum_seekers,2017,147
gbr,asylum_seekers,2018,184
gbr,others_of_concern,2009,1
gbr,refugees,1990,1
gbr,refugees,1991,1
gbr,refugees,1992,1
gbr,refugees,1993,2
gbr,refugees,1994,108
gbr,refugees,1995,77
gbr,refugees,1996,73
gbr,refugees,1997,79
gbr,refugees,1998,92
gbr,refugees,1999,106
gbr,refugees,2000,113
gbr,refugees,2001,109
gbr,refugees,2002,164
gbr,refugees,2003,149
gbr,refugees,2004,144
gbr,refugees,2005,135
gbr,refugees,2006,174
gbr,refugees,2007,201
gbr,refugees,2008,185
gbr,refugees,2009,156
gbr,refugees,2010,153
gbr,refugees,2011,150
gbr,refugees,2012,153
gbr,refugees,2013,142
gbr,refugees,2014,141
gbr,refugees,2015,131
gbr,refugees,2016,81
gbr,refugees,2017,85
gbr,refugees,2018,79
geo,asylum_seekers,2000,1473
geo,asylum_seekers,2001,2529
geo,asylum_seekers,2002,2767
geo,asylum_seekers,2003,2996
geo,asylum_seekers,2004,2791
geo,asylum_seekers,2005,3011
geo,asylum_seekers,2006,4386
geo,asylum_seekers,2007,4066
geo,asylum_seekers,2008,5086
geo,asylum_seekers,2009,4759
geo,asylum_seekers,2010,7195
geo,asylum_seekers,2011,2953
geo,asylum_seekers,2012,4583
geo,asylum_seekers,2013,11571
geo,asylum_seekers,2014,8332
geo,asylum_seekers,2015,9255
geo,asylum_seekers,2016,10289
geo,asylum_seekers,2017,16464
geo,asylum_seekers,2018,21009
geo,internally_displaced_persons,1993,260000
geo,internally_displaced_persons,1994,280000
geo,internally_displaced_persons,1995,272400
geo,internally_displaced_persons,1996,272359
geo,internally_displaced_persons,1997,273386
geo,internally_displaced_persons,1998,277006
geo,internally_displaced_persons,1999,278533
geo,internally_displaced_persons,2000,272101
geo,internally_displaced_persons,2001,264221
geo,internally_displaced_persons,2002,261583
geo,internally_displaced_persons,2003,260215
geo,internally_displaced_persons,2004,237069
geo,internally_displaced_persons,2005,234249
geo,internally_displaced_persons,2006,245980
geo,internally_displaced_persons,2007,273193
geo,internally_displaced_persons,2008,329870
geo,internally_displaced_persons,2009,352640
geo,internally_displaced_persons,2010,359716
geo,internally_displaced_persons,2011,273997
geo,internally_displaced_persons,2012,279778
geo,internally_displaced_persons,2013,257611
geo,internally_displaced_persons,2014,262704
geo,internally_displaced_persons,2015,268416
geo,internally_displaced_persons,2016,273765
geo,internally_displaced_persons,2017,278103
geo,internally_displaced_persons,2018,282381
geo,others_of_concern,1998,1309
geo,others_of_concern,2000,2202
geo,others_of_concern,2001,2793
geo,others_of_concern,2002,3021
geo,others_of_concern,2003,2926
geo,others_of_concern,2004,2809
geo,others_of_concern,2005,2809
geo,others_of_concern,2006,66067
geo,refugees,1993,6012
geo,refugees,1994,5117
geo,refugees,1995,308
geo,refugees,1996,48489
geo,refugees,1997,47164
geo,refugees,1998,35669
geo,refugees,1999,29878
geo,refugees,2000,21821
geo,refugees,2001,17498
geo,refugees,2002,16975
geo,refugees,2003,12497
geo,refugees,2004,6626
geo,refugees,2005,7301
geo,refugees,2006,6340
geo,refugees,2007,11810
geo,refugees,2008,12598
geo,refugees,2009,15020
geo,refugees,2010,10640
geo,refugees,2011,10112
geo,refugees,2012,9261
geo,refugees,2013,6778
geo,refugees,2014,6681
geo,refugees,2015,6493
geo,refugees,2016,6403
geo,refugees,2017,6497
geo,refugees,2018,6928
geo,returned_idps,1999,588
geo,returned_idps,2000,284
geo,returned_idps,2003,377
geo,returned_idps,2004,406
geo,returned_idps,2005,398
geo,returned_idps,2008,102800
geo,returned_idps,2009,5273
geo,returned_refugees,1994,1001
geo,returned_refugees,1995,4500
geo,returned_refugees,1998,1495
geo,returned_refugees,1999,270
geo,returned_refugees,2000,81
geo,returned_refugees,2001,60
geo,returned_refugees,2002,68
geo,returned_refugees,2003,117
geo,returned_refugees,2004,117
geo,returned_refugees,2005,41
geo,returned_refugees,2006,1
geo,returned_refugees,2010,3
geo,returned_refugees,2013,1
gha,asylum_seekers,2000,985
gha,asylum_seekers,2001,1104
gha,asylum_seekers,2002,1158
gha,asylum_seekers,2003,1671
gha,asylum_seekers,2004,1671
gha,asylum_seekers,2005,2351
gha,asylum_seekers,2006,1147
gha,asylum_seekers,2007,1654
gha,asylum_seekers,2008,2016
gha,asylum_seekers,2009,1347
gha,asylum_seekers,2010,2023
gha,asylum_seekers,2011,2514
gha,asylum_seekers,2012,3491
gha,asylum_seekers,2013,4991
gha,asylum_seekers,2014,7703
gha,asylum_seekers,2015,10721
gha,asylum_seekers,2016,11546
gha,asylum_seekers,2017,17511
gha,asylum_seekers,2018,12520
gha,internally_displaced_persons,1994,174400
gha,others_of_concern,2014,2
gha,others_of_concern,2015,6
gha,others_of_concern,2016,4
gha,refugees,1961,5000
gha,refugees,1962,5000
gha,refugees,1963,5000
gha,refugees,1964,5000
gha,refugees,1965,5000
gha,refugees,1980,2
gha,refugees,1981,2
gha,refugees,1982,312
gha,refugees,1983,1958
gha,refugees,1984,2202
gha,refugees,1985,3195
gha,refugees,1986,2699
gha,refugees,1987,3916
gha,refugees,1988,4769
gha,refugees,1989,4716
gha,refugees,1990,4691
gha,refugees,1991,4701
gha,refugees,1992,4776
gha,refugees,1993,4473
gha,refugees,1994,14289
gha,refugees,1995,13592
gha,refugees,1996,15095
gha,refugees,1997,14775
gha,refugees,1998,13633
gha,refugees,1999,13293
gha,refugees,2000,14775
gha,refugees,2001,14556
gha,refugees,2002,15686
gha,refugees,2003,15879
gha,refugees,2004,14772
gha,refugees,2005,18433
gha,refugees,2006,9960
gha,refugees,2007,5063
gha,refugees,2008,13242
gha,refugees,2009,14893
gha,refugees,2010,20203
gha,refugees,2011,20361
gha,refugees,2012,24298
gha,refugees,2013,21078
gha,refugees,2014,22145
gha,refugees,2015,22978
gha,refugees,2016,15541
gha,refugees,2017,16933
gha,refugees,2018,18036
gha,returned_refugees,1966,5000
gha,returned_refugees,1986,120
gha,returned_refugees,1992,5
gha,returned_refugees,1993,15
gha,returned_refugees,1994,13
gha,returned_refugees,1995,2
gha,returned_refugees,1996,8
gha,returned_refugees,1998,1077
gha,returned_refugees,1999,2
gha,returned_refugees,2000,1
gha,returned_refugees,2001,42
gha,returned_refugees,2005,1
gha,returned_refugees,2006,9
gha,returned_refugees,2009,1
gha,returned_refugees,2010,1
gha,returned_refugees,2012,1
gha,returned_refugees,2013,3
gib,asylum_seekers,2002,4
gib,asylum_seekers,2003,2
gib,refugees,2007,1
gib,refugees,2008,1
gib,refugees,2009,1
gib,refugees,2010,2
gib,refugees,2011,2
gib,refugees,2012,2
gib,refugees,2013,2
gib,refugees,2014,2
gib,refugees,2015,2
gib,refugees,2016,1
gin,asylum_seekers,2000,2526
gin,asylum_seekers,2001,3858
gin,asylum_seekers,2002,3826
gin,asylum_seekers,2003,3174
gin,asylum_seekers,2004,2492
gin,asylum_seekers,2005,3277
gin,asylum_seekers,2006,2667
gin,asylum_seekers,2007,1935
gin,asylum_seekers,2008,2016
gin,asylum_seekers,2009,2828
gin,asylum_seekers,2010,2782
gin,asylum_seekers,2011,4665
gin,asylum_seekers,2012,9536
gin,asylum_seekers,2013,11633
gin,asylum_seekers,2014,17942
gin,asylum_seekers,2015,17858
gin,asylum_seekers,2016,24397
gin,asylum_seekers,2017,34516
gin,asylum_seekers,2018,33028
gin,others_of_concern,2016,1
gin,refugees,1971,300
gin,refugees,1975,300000
gin,refugees,1976,500000
gin,refugees,1977,3000
gin,refugees,1982,50
gin,refugees,1984,70
gin,refugees,1986,50
gin,refugees,1987,50
gin,refugees,1988,50
gin,refugees,1989,50
gin,refugees,1991,2
gin,refugees,1992,19
gin,refugees,1993,31
gin,refugees,1994,106
gin,refugees,1995,441
gin,refugees,1996,523
gin,refugees,1997,648
gin,refugees,1998,924
gin,refugees,1999,1151
gin,refugees,2000,1497
gin,refugees,2001,2019
gin,refugees,2002,3418
gin,refugees,2003,3871
gin,refugees,2004,4782
gin,refugees,2005,5820
gin,refugees,2006,6840
gin,refugees,2007,8278
gin,refugees,2008,9495
gin,refugees,2009,10920
gin,refugees,2010,11985
gin,refugees,2011,13161
gin,refugees,2012,14061
gin,refugees,2013,14561
gin,refugees,2014,15252
gin,refugees,2015,17005
gin,refugees,2016,17548
gin,refugees,2017,20321
gin,refugees,2018,23458
gin,returned_refugees,1990,50
gin,returned_refugees,1996,1
gin,returned_refugees,2004,2
gin,returned_refugees,2005,3
gin,returned_refugees,2006,1
gin,returned_refugees,2008,6
gin,returned_refugees,2009,1
gin,returned_refugees,2010,1
gin,returned_refugees,2011,1
gin,returned_refugees,2013,3
gin,returned_refugees,2017,5
glp,asylum_seekers,2014,12
glp,asylum_seekers,2015,23
glp,asylum_seekers,2017,37
glp,asylum_seekers,2018,11
gmb,asylum_seekers,2000,285
gmb,asylum_seekers,2001,311
gmb,asylum_seekers,2002,291
gmb,asylum_seekers,2003,346
gmb,asylum_seekers,2004,450
gmb,asylum_seekers,2005,662
gmb,asylum_seekers,2006,1024
gmb,asylum_seekers,2007,998
gmb,asylum_seekers,2008,1137
gmb,asylum_seekers,2009,1165
gmb,asylum_seekers,2010,1057
gmb,asylum_seekers,2011,1197
gmb,asylum_seekers,2012,1774
gmb,asylum_seekers,2013,3826
gmb,asylum_seekers,2014,10636
gmb,asylum_seekers,2015,12829
gmb,asylum_seekers,2016,18907
gmb,asylum_seekers,2017,22203
gmb,asylum_seekers,2018,13994
gmb,refugees,1988,1
gmb,refugees,1989,1
gmb,refugees,1990,4
gmb,refugees,1991,15
gmb,refugees,1992,24
gmb,refugees,1993,26
gmb,refugees,1994,30
gmb,refugees,1995,161
gmb,refugees,1996,310
gmb,refugees,1997,421
gmb,refugees,1998,570
gmb,refugees,1999,677
gmb,refugees,2000,750
gmb,refugees,2001,734
gmb,refugees,2002,861
gmb,refugees,2003,746
gmb,refugees,2004,684
gmb,refugees,2005,1683
gmb,refugees,2006,1254
gmb,refugees,2007,1267
gmb,refugees,2008,1352
gmb,refugees,2009,1973
gmb,refugees,2010,2242
gmb,refugees,2011,2583
gmb,refugees,2012,3076
gmb,refugees,2013,3397
gmb,refugees,2014,5136
gmb,refugees,2015,8492
gmb,refugees,2016,11600
gmb,refugees,2017,14551
gmb,refugees,2018,17217
gmb,returned_refugees,1996,5
gmb,returned_refugees,1998,1
gmb,returned_refugees,2007,1
gmb,returned_refugees,2017,38
gnb,asylum_seekers,2000,687
gnb,asylum_seekers,2001,741
gnb,asylum_seekers,2002,283
gnb,asylum_seekers,2003,235
gnb,asylum_seekers,2004,204
gnb,asylum_seekers,2005,250
gnb,asylum_seekers,2006,309
gnb,asylum_seekers,2007,262
gnb,asylum_seekers,2008,277
gnb,asylum_seekers,2009,338
gnb,asylum_seekers,2010,351
gnb,asylum_seekers,2011,505
gnb,asylum_seekers,2012,911
gnb,asylum_seekers,2013,1212
gnb,asylum_seekers,2014,1808
gnb,asylum_seekers,2015,1938
gnb,asylum_seekers,2016,1882
gnb,asylum_seekers,2017,3497
gnb,asylum_seekers,2018,2831
gnb,internally_displaced_persons,1998,195550
gnb,others_of_concern,2000,1
gnb,refugees,1963,6000
gnb,refugees,1964,30000
gnb,refugees,1965,50000
gnb,refugees,1966,61050
gnb,refugees,1967,59520
gnb,refugees,1968,56740
gnb,refugees,1969,67800
gnb,refugees,1970,66660
gnb,refugees,1971,80000
gnb,refugees,1972,82000
gnb,refugees,1973,84000
gnb,refugees,1974,90000
gnb,refugees,1975,46000
gnb,refugees,1976,37000
gnb,refugees,1977,5000
gnb,refugees,1978,5000
gnb,refugees,1979,5000
gnb,refugees,1980,5002
gnb,refugees,1981,4002
gnb,refugees,1982,5002
gnb,refugees,1983,5002
gnb,refugees,1984,5012
gnb,refugees,1985,5352
gnb,refugees,1986,5354
gnb,refugees,1987,5002
gnb,refugees,1988,5001
gnb,refugees,1989,5004
gnb,refugees,1990,5003
gnb,refugees,1991,5006
gnb,refugees,1992,5008
gnb,refugees,1993,5011
gnb,refugees,1994,5015
gnb,refugees,1995,830
gnb,refugees,1996,856
gnb,refugees,1997,868
gnb,refugees,1998,8887
gnb,refugees,1999,3185
gnb,refugees,2000,886
gnb,refugees,2001,927
gnb,refugees,2002,986
gnb,refugees,2003,975
gnb,refugees,2004,1018
gnb,refugees,2005,1050
gnb,refugees,2006,1003
gnb,refugees,2007,1028
gnb,refugees,2008,1065
gnb,refugees,2009,1109
gnb,refugees,2010,1127
gnb,refugees,2011,1123
gnb,refugees,2012,1180
gnb,refugees,2013,1223
gnb,refugees,2014,1307
gnb,refugees,2015,1471
gnb,refugees,2016,1653
gnb,refugees,2017,1863
gnb,refugees,2018,2028
gnb,returned_idps,1999,215000
gnb,returned_refugees,1967,2100
gnb,returned_refugees,1968,4680
gnb,returned_refugees,1970,1140
gnb,returned_refugees,1972,50
gnb,returned_refugees,1975,41240
gnb,returned_refugees,1976,9000
gnb,returned_refugees,1999,5276
gnb,returned_refugees,2000,890
gnq,asylum_seekers,2000,42
gnq,asylum_seekers,2001,42
gnq,asylum_seekers,2002,67
gnq,asylum_seekers,2003,61
gnq,asylum_seekers,2004,59
gnq,asylum_seekers,2005,59
gnq,asylum_seekers,2006,32
gnq,asylum_seekers,2007,31
gnq,asylum_seekers,2008,46
gnq,asylum_seekers,2009,40
gnq,asylum_seekers,2010,79
gnq,asylum_seekers,2011,50
gnq,asylum_seekers,2012,85
gnq,asylum_seekers,2013,75
gnq,asylum_seekers,2014,95
gnq,asylum_seekers,2015,90
gnq,asylum_seekers,2016,105
gnq,asylum_seekers,2017,102
gnq,asylum_seekers,2018,170
gnq,refugees,1974,1000
gnq,refugees,1975,90000
gnq,refugees,1976,90000
gnq,refugees,1977,120000
gnq,refugees,1978,90000
gnq,refugees,1979,40000
gnq,refugees,1980,38001
gnq,refugees,1981,18001
gnq,refugees,1982,18001
gnq,refugees,1983,1
gnq,refugees,1984,1
gnq,refugees,1985,1
gnq,refugees,1991,60
gnq,refugees,1992,114
gnq,refugees,1993,214
gnq,refugees,1994,342
gnq,refugees,1995,343
gnq,refugees,1996,397
gnq,refugees,1997,473
gnq,refugees,1998,420
gnq,refugees,1999,429
gnq,refugees,2000,509
gnq,refugees,2001,529
gnq,refugees,2002,552
gnq,refugees,2003,591
gnq,refugees,2004,546
gnq,refugees,2005,477
gnq,refugees,2006,461
gnq,refugees,2007,407
gnq,refugees,2008,384
gnq,refugees,2009,344
gnq,refugees,2010,305
gnq,refugees,2011,258
gnq,refugees,2012,228
gnq,refugees,2013,200
gnq,refugees,2014,174
gnq,refugees,2015,154
gnq,refugees,2016,142
gnq,refugees,2017,122
gnq,refugees,2018,120
gnq,returned_refugees,1979,30250
gnq,returned_refugees,1980,10000
gnq,returned_refugees,1993,7
gnq,returned_refugees,1996,1
gnq,returned_refugees,1998,1
gnq,returned_refugees,2003,2
gnq,returned_refugees,2004,1
gnq,returned_refugees,2007,3
gnq,returned_refugees,2008,1
gnq,returned_refugees,2012,1
grc,asylum_seekers,2000,28
grc,asylum_seekers,2001,51
grc,asylum_seekers,2002,39
grc,asylum_seekers,2003,44
grc,asylum_seekers,2004,33
grc,asylum_seekers,2005,43
grc,asylum_seekers,2006,23
grc,asylum_seekers,2007,12
grc,asylum_seekers,2008,16
grc,asylum_seekers,2009,21
grc,asylum_seekers,2010,37
grc,asylum_seekers,2011,37
grc,asylum_seekers,2012,125
grc,asylum_seekers,2013,106
grc,asylum_seekers,2014,56
